ID,Gender,Age,Work_Attire,Weather,Casual,Preferred_Styles,Clothing_items,Bottom_Type,Top_Type,Shoe_Type,Colors,Patterns,Fabrics,Top_Fit,Bottom_Fit
Outfit98,Woman,YoungAdult,Corporate,Warm,Rarely,Classy; Sexy,Dresses; Heels,N/A,Tanks,Heels,Neutral,Plain,N/A,Tight,Tight
Outfit99,Woman,YoungAdult,Semi-Formal,Cold,Sometimes,Classy; Laidback,Shirts; Athletic_tops; Jeans; Boots,Trousers,T-shirts,Boots,Neutral,Plain,Cotton,Fitted,Straight
Outfit100,Woman,YoungAdult,Casual,Cold,Sometimes,Classy; Laidback,Sweaters; Skirts; Boots,Skirts,Sweaters,Boots,Neutral,Plaids,Cotton; N/A,Loose,Loose
Outfit101,Woman,Adult,Corporate,Warm,Rarely,Classy; Sexy,Athletic_tops; Pants; Heels,Trousers,Tanks,Heels,Neutral,Plain,N/A,Tight,Tight
Outfit102,Woman,Adult,Corporate,Warm,Rarely,Classy; Sexy,Dresses; Heels,N/A,Tanks,Heels,Neutral,Plain,N/A,Tight,Tight
Outfit103,Woman,Adult,Corporate,Warm,Rarely,Classy; Showy,Dresses; Heels,N/A,Tanks,Heels,Warm,Plain,N/A,Tight,Tight
Outfit104,Woman,Adult,Semi-Formal,Warm,Sometimes,Classy; Sexy,Dresses; Heels,N/A,Tanks,Heels,Neutral,Plain,N/A,Tight,Tight
Outfit105,Woman,Adult,Semi-Formal,Warm,Sometimes,Classy; Laidback,Blouses; Pants; Heels,Trousers,Tanks,Heels,Neutral,Plain,N/A,Tight,Loose
Outfit106,Woman,Adult,Semi-Formal,Warm,Sometimes,Classy; Laidback,Blazers; Athletic_tops; Skirts; Heels,Skirts,Tanks,Heels,Cool; Warm,Plain,Cotton; N/A,Tight,Tight
Outfit107,Woman,Adult,Semi-Formal,Warm,Sometimes,Classy; Showy,Blouses; Pants; Heels,Trousers,Tanks,Heels,Neutral,Plain,N/A,Loose,Tight
Outfit108,Woman,Adult,Semi-Formal,Warm,Sometimes,Classy; Showy,Blazers; Blouses; Shorts; Heels,Shorts,Tanks,Heels,Cool; Warm,Plain,Cotton; N/A,Tight,Tight
Outfit109,Woman,Adult,Casual,Warm,Often,Laidback; Casual,Blouses; Skirts; Heels,Skirts,Tanks,Heels,Warm; Neutral,Plain,Cotton; N/A,Loose,Tight
Outfit110,Woman,Adult,Casual,Warm,Often,Laidback; Casual,Sweaters; Shorts; Heels,Shorts,Sweaters,Heels,Cool; Warm,Plain,Cotton; N/A,Loose,Tight
Outfit111,Woman,Adult,Casual,Warm,Often,Showy; Casual,Blazers; Blouses; Pants; Heels,Trousers,Tanks,Heels,Warm; Neutral,Plain,Cotton; Denim,Tight,Loose
Outfit112,Woman,Adult,Semi-Formal,Warm,Sometimes,Classy; Showy,Blouses; Pants; Heels,Trousers,T-shirts,Heels,Warm; Neutral,Plain,Cotton; N/A,Loose,Loose
Outfit113,Woman,Adult,Semi-Formal,Warm,Sometimes,Classy; Showy,Coats; Blouses; Pants; Heels,Trousers,Tanks,Heels,Warm; Neutral,Plain,Cotton; N/A,Loose,Loose
Outfit114,Woman,Adult,Semi-Formal,Cold,Sometimes,Classy; Laidback,Coats; Blouses; Pants; Sneakers,Trousers,Sweaters,Sneakers,Cool; Warm,Plain,Wool; Cotton,Loose,Loose
Outfit115,Woman,Adult,Semi-Formal,Cold,Sometimes,Classy; Showy,Coats; Blouses; Pants; Boots,Trousers,Sweaters,Boots,Cool; Warm,Plain,Wool; Cotton,Loose,Loose
Outfit116,Woman,Adult,Semi-Formal,Warm,Sometimes,Classy; Showy,Blazers; Shirts; Pants; Heels,Trousers,T-shirts,Heels,Cool; Warm,Plain,Cotton; N/A,Loose,Loose
Outfit117,Woman,Adult,Semi-Formal,Warm,Sometimes,Classy; Showy,Dresses; Heels,N/A,N/A,Heels,Warm,Plain,Cotton; N/A,Loose,Loose
Outfit118,Woman,Adult,Semi-Formal,Warm,Sometimes,Classy; Showy,Blazers; Dresses; Boots,N/A,N/A,Boots,Warm; Neutral,Plain,Cotton; N/A,Loose,Loose
Outfit119,Woman,Adult,Casual,Cold,Often,Classy; Showy,Sweaters; Pants; Heels,Trousers,Sweaters,Heels,Cool; Warm,Plain,Wool; Cotton,Loose,Loose
Outfit120,Woman,Adult,Casual,Warm,Often,Classy; Showy,Sweaters; Skirts; Heels,Skirts,Sweaters,Heels,Cool; Warm,Plain,Wool; Cotton,Loose,Loose
Outfit121,Woman,Adult,Corporate,Warm,Rarely,Classy; Showy,Dresses; Heels,N/A,Tanks,Heels,Warm,Plain,N/A,Tight,Tight
Outfit122,Man,Adult,Semi-Formal,Cold,Rarely,Classy; Colorful,Blazers; Trousers; Loafers,Trousers,N/A,Flats,Warm; Cool,Plain,Wool; Cotton,Fitted,Fitted
Outfit123,Man,Adult,Casual,Warm,Often,Casual; Colorful,Jackets; Trousers; Sneakers,Trousers,N/A,Sneakers,Warm; Cool,Plain,Cotton,Loose,Loose
Outfit124,Man,Adult,Casual,Cold,Often,Laidback,Athletic_tops; T-shirts; Trousers; Loafers,Trousers,Tanks; T-shirts,Flats,Neutral,Plain,Wool; Cotton,Loose,Loose
Outfit125,Man,Adult,Casual,Cold,Often,Colorful; Laidback,Sweaters; Trousers; Sneakers,Trousers,Sweaters,Sneakers,Cool,Plain,Wool; Cotton,Loose,Loose
Outfit126,Man,Adult,Casual,Warm,Often,Colorful; Laidback,T-shirts; Trousers; Sneakers,Trousers,T-shirts,Sneakers,Cool,Plain,Cotton,Loose,Loose
Outfit127,Man,Adult,Semi-Formal,Cold,Rarely,Classy; Colorful,Blazers; Trousers; Sneakers,Trousers,N/A,Sneakers,Warm,Plain,Wool; Cotton,Fitted,Loose
Outfit128,Man,Adult,Semi-Formal,Cold,Rarely,Classy; Formal,Blazers; Trousers,Trousers,N/A,N/A,Cool,Plain,Wool; Cotton,Loose,Loose
Outfit129,Man,Adult,Casual,Cold,Often,Laidback; Casual,Jackets; Trousers; Sneakers,Trousers,N/A; Sweaters,Sneakers,Cool,Plain,Wool; Cotton,Loose,Loose
Outfit130,Man,Adult,Casual,Warm,Often,Casual,Shirts; Trousers,Trousers,T-shirts,N/A,Warm; Cool,Stripes,Cotton,Loose,Loose
Outfit131,Man,Adult,Casual,Warm,Often,Colorful; Laidback,Shirts; Trousers; Sneakers,Trousers,T-shirts,Sneakers,Warm; Cool,Florals,Cotton,Loose,Loose
Outfit132,Man,Adult,Casual,Warm,Often,Laidback; Casual,Sweaters; Trousers; Sneakers,Trousers,Sweaters,Sneakers,Cool,Plain,Wool; Cotton,Loose,Loose
Outfit133,Man,Adult,Semi-Formal,Cool,Rarely,Classy,Cardigans; Trousers; Loafers,Trousers,Sweaters,Flats,Warm; Cool,Plain,Wool; Cotton,Loose,Loose
Outfit134,Man,Adult,Casual,Cold,Often,Casual; Streetwear,Jackets; Trousers; Sneakers,Trousers,N/A,Sneakers,Warm; Cool,Plain,Wool; Cotton,Loose,Loose
Outfit135,Man,Adult,Casual,Cold,Often,Laidback; Casual,Cardigans; Trousers; Sneakers,Trousers,Sweaters,Sneakers,Warm; Cool,Plain,Wool; Cotton,Loose,Loose
Outfit136,Man,Adult,Casual,Warm,Often,Casual; Laidback,Shirts; Trousers; Sneakers,Trousers,T-shirts,Sneakers,Warm; Cool,N/A,Cotton,Loose,Loose
Outfit137,Man,Adult,Casual,Warm,Often,Casual; Laidback,Shirts; Trousers; Boots,Trousers,T-shirts,Boots,Warm,Plain,Cotton,Loose,Loose
Outfit138,Man,Adult,Casual,Cool,Often,Casual; Streetwear,Jackets; Trousers; Sneakers,Trousers,N/A,Sneakers,Warm; Cool,Plain,Wool; Cotton,Loose,Loose
Outfit139,Man,Adult,Casual,Warm,Often,Laidback; Casual,T-shirts; Trousers; Sneakers,Trousers,T-shirts,Sneakers,Neutral,Plain,Cotton,Loose,Loose
Outfit140,Man,Adult,Casual,Cool,Often,Casual; Streetwear,Jackets; Trousers; Sneakers,Trousers,N/A,Sneakers,Neutral,Plain,"Wool, Cotton",Loose,Loose
Outfit141,Man,Adult,Casual,Warm,Often,Laidback; Casual,Sweaters; Trousers; Sneakers,Trousers,Sweaters,Sneakers,Neutral,Plain,"Wool, Cotton",Loose,Loose
Outfit142,Man,Adult,Casual,Warm,Often,Laidback; Casual,Sweaters; Trousers,Trousers,Sweaters,N/A,Warm,Plain,"Wool, Cotton",Loose,Loose
Outfit143,Man,Adult,Casual,Warm,Often,Casual; Laidback,Shirts; Trousers; Sneakers,Trousers,T-shirts,Sneakers,Warm; Cool,Plain,Cotton,Loose,Loose
Outfit144,Man,Adult,Casual,Warm,Often,Casual; Laidback,T-shirts; Trousers; Boots,Trousers,T-shirts,Boots,Cool,Plain,Cotton,Loose,Loose
Outfit145,Man,Adult,Casual,Warm,Often,Laidback; Casual,Sweaters; Trousers; Sneakers,Trousers,Sweaters,Sneakers,Neutral,Plain,"Wool, Cotton",Loose,Loose
Outfit146,Man,Adult,Casual,Warm,Often,Casual; Laidback,Jackets; Trousers; Sneakers,Trousers,N/A,Sneakers,Cool,Plain,Cotton,Loose,Loose
Outfit147,Man,Adult,Casual,Cool,Often,Laidback; Casual,Coats; Trousers; Sneakers,Trousers,N/A,Sneakers,Cool,Plain,"Wool, Cotton",Loose,Loose
Outfit148,Man,Adult,Casual,Warm,Often,Laidback; Casual,T-shirts; Trousers; Sneakers,Trousers,T-shirts,Sneakers,Neutral,Plain,Cotton,Loose,Loose
Outfit149,Man,YoungAdult,Casual,Warm,Often,Casual; Laidback,Cardigans; Trousers; Sneakers,Trousers,Sweaters,Sneakers,Warm; Cool,Plain,"Wool, Cotton",Loose,Loose
Outfit150,Man,YoungAdult,Casual,Warm,Often,Laidback; Casual,Shirts; Trousers; Loafers,Trousers,T-shirts,Flats,Warm; Cool,N/A,Cotton,Loose,Loose
Outfit151,Man,YoungAdult,Casual,Warm,Often,Laidback; Casual,T-shirts; Trousers; Loafers,Trousers,T-shirts,Flats,Neutral,Plain,Cotton,Loose,Loose
Outfit152,Man,YoungAdult,Casual,Cool,Often,Casual; Streetwear,Jackets; Trousers; Sneakers,Trousers,N/A,Sneakers,Warm; Cool,Plain,"Wool, Cotton",Loose,Loose
Outfit153,Woman,YoungAdult,Casual,Cool,Often,Casual; Laidback,Blazers; Trousers; Sneakers,Trousers,N/A,Sneakers,Cool,Plain,"Wool, Cotton",Loose,Loose
Outfit154,Man,YoungAdult,Casual,Cool,Often,Laidback; Casual,Jackets; Trousers; Sneakers,Trousers,N/A,Sneakers,Neutral,Plain,"Wool, Cotton",Loose,Loose
Outfit155,Man,YoungAdult,Semi-Formal,Cool,Rarely,Classy,Blazers; Trousers; Loafers,Trousers,N/A,Flats,Cool,Stripes,"Wool, Cotton",Fitted,Fitted
Outfit156,Man,YoungAdult,Casual,Warm,Often,Casual; Laidback,Shirts; Trousers; Sneakers,Trousers,T-shirts,Sneakers,Warm; Cool,Plain,Cotton,Loose,Loose
Outfit157,Woman,YoungAdult,Corporate,Cool,Rarely,Classy,Coats; Trousers; Heels,Trousers,N/A,Heels,Neutral,Plain,"Wool, Cotton",Fitted,Fitted
Outfit158,Woman,YoungAdult,Semi-Formal,Cool,Rarely,Classy,Blazers; Skirts; Heels,Skirts,N/A,Heels,Warm,N/A,"Wool, Cotton",Fitted,Fitted
Outfit159,Woman,YoungAdult,Semi-Formal,Cool,Rarely,Classy; Formal,Blazers; Trousers; Heels,Trousers,N/A,Heels,Warm,Plain,"Wool, Cotton",Fitted,Fitted
Outfit160,Woman,YoungAdult,Casual,Cool,Often,Casual; Laidback,Blazers; Trousers; Sneakers,Trousers,N/A,Sneakers,Neutral,Plain,"Wool, Cotton",Loose,Loose
Outfit161,Woman,YoungAdult,Semi-Formal,Cool,Sometimes,Classy,Blazers; T-shirts; Pants; Sneakers,Trousers,T-shirts,Sneakers,Neutral;cool,Plain,Cotton; Wool; Denim,Fitted,Loose
Outfit162,Woman,YoungAdult,Corporate,Cool,Rarely,Classy,Blazers; Athletic_tops; Trousers; Heels,Trousers,Tanks,Heels,Neutral,Plain,Wool,Loose,Loose
Outfit163,Woman,YoungAdult,Semi-Formal,Warm,Sometimes,Classy,Blouses; Trousers; Heels,Trousers,T-shirts,Heels,Neutral; Warm,Plain,Cotton; Wool,Loose,Loose
Outfit164,Man,YoungAdult,Semi-Formal,Cool,Sometimes,Classy,Blazers; T-shirts; Trousers; Sneakers,Trousers,T-shirts,Sneakers,Warm; Neutral ,Plain,Wool; Cotton,Fitted,Fitted
Outfit165,Woman,YoungAdult,Corporate,Cool,Rarely,Classy,Blazers; Shirts; Skirts; Heels,Skirts,T-shirts,Heels,Cool; Warm; Neutral,Stripes,Wool; Cotton; Faux Leather,Fitted,Fitted
Outfit166,Woman,YoungAdult,Semi-Formal,Cool,Sometimes,Classy,Blazers; T-shirts; Trousers; Sneakers,Trousers,T-shirt,Sneakers,Neutral; Cool,Plain,Wool; Cotton,Fitted,Loose
Outfit167,Woman,YoungAdult,Corporate,Warm,Sometimes,Classy,Blazers; Trousers; Sandals,Trousers,N/A,Sandals,Neutral,Plain,N/A,Loose,Loose
Outfit168,Woman,YoungAdult,Semi-Formal,Cool,Sometimes,Classy,Blazers; T-shirts; Trousers; Sneakers,Trousers,T-shirts,Sneakers,Neutral,Plain,Wool; Cotton,Loose,Loose
Outfit169,Woman,YoungAdult,Semi-Formal,Cool,Sometimes,Classy,Blazers; Shirts; Trousers; Heels,Trousers,T-shirts,Heels,Neutral; Cool,Plaids,Wool; Cotton; Denim,Fitted,Fitted
Outfit170,Woman,YoungAdult,Semi-Formal,Warm,Sometimes,Classy,Blouses; Trousers,Trousers,T-shirts,N/A,Neutral; Cool ,Plain,N/A; Wool,Loose,Loose
Outfit171,Woman,YoungAdult,Semi-Formal,Warm,Rarely,Classy,Shirts; Trousers; Heels,Trousers,T-shirts,Heels,Cool; Neutral,Plain,Cotton; Wool,Fitted,Loose
Outfit172,Woman,YoungAdult,Corporate,Cool,Rarely,Classy,Coats; Shirts; Athletic_tops; Trousers; Heels,Trousers,T-shirts,Heels,Neutral,Stripes,Wool; Cotton; Wool,Fitted,Fitted
Outfit173,Woman,YoungAdult,Semi-Formal,Warm,Sometimes,Classy,Athletic_tops; Trousers; Heels,Trousers,Tanks,Heels,Neutral ,Plain,Cotton,Fitted,Loose
Outfit174,Woman,YoungAdult,Corporate,Cool,Rarely,Classy,Dresses,N/A,N/A,N/A,Warm ,Plain,Cotton,Fitted,Fitted
Outfit175,Woman,Adult,Semi-Formal,Cool,Sometimes,Classy,Blazers; Shirts; Shorts; Heels,Shorts,T-shirts,Heels,Neutral,Plain,Wool; Silk; Cotton,Fitted,Fitted
Outfit176,Man,YoungAdult,Corporate,Cool,Rarely,Classy,Blazers; Shirts; Trousers; Shoes,Trousers,T-shirts,N/A,Cool; Neutral,Plaids,Wool; Cotton,Fitted,Fitted
Outfit177,Man,YoungAdult,Corporate,Warm,Rarely,Classy,Blazers; Shirts; Trousers; Loafers,Trousers,T-shirts,Flats,Neutral; Cool,Plain,Cotton,Fitted,Fitted
Outfit178,Man,Adult,Corporate,Warm,Rarely,Classy,Blazers; Shirts; Trousers; Loafers,Trousers,T-shirts,Flats,Cool; Neutral ,Plain,Wool; Cotton,Fitted,Fitted
Outfit179,Man,YoungAdult,Corporate,Cool,Rarely,Classy,Blazers; Shirts; Trousers; Loafers,Trousers,T-shirts,Flats,Cool; Neutral ,Plain,Wool; Cotton,Fitted,Fitted
Outfit180,Man,Adult,Semi-Formal,Cool,Sometimes,Classy,Blazers; Shirts; Trousers; Sneakers,Trousers,T-shirts,Sneakers,Cool; Neutral ,Plain,Wool; Cotton,Fitted,Fitted
Outfit181,Man,YoungAdult,Casual,Warm,Often,Laidback,Shirts; Trousers; Loafers,Trousers,T-shirts,Flats,Neutral ,Plain,Cotton,Loose,Loose
Outfit182,Man,Adult,Casual,Warm,Often,Laidback,Shirts; Athletic_tops; Trousers; Loafers,Trousers,T-shirts; Tanks,Flats,Neutral ,Plain,Cotton,Loose,Loose
Outfit183,Man,Adult,Casual,Warm,Sometimes,Showy,Blazers; Trousers; Sneakers,Trousers,N/A,Sneakers,Cool; Neutral,Plain,Wool; Faux Leather,Loose,Loose
Outfit184,Man,Adult,Corporate,Warm,Rarely,Classy,Blazers; Shirts; Trousers; Loafers,Trousers,T-shirts,Flats,Neutral Cool,Plain,Wool; Cotton; Faux Leather,Fitted,Fitted
Outfit185,Man,Adult,Casual,Warm,Often,Laidback,Shirts; Trousers; Sneakers,Trousers,T-shirts,Sneakers,Cool; Neutral,Plain,Cotton,Fitted,Fitted
Outfit186,Man,Adult,Casual,Warm,Often,Laidback,Shirts; Trousers; Loafers,Trousers,T-shirts,Flats,Warm; Neutral,Plain,Cotton; Suede,Loose,Loose
Outfit187,Man,Adult,Casual,Warm,Often,Laidback,Shirts; T-shirts; Trousers; Sneakers,Trousers,T-shirts,Sneakers,Neutral,Plain,Cotton,Loose,Fitted
Outfit188,Man,YoungAdult,Casual,Warm,Often,Laidback,Athletic_tops; T-shirts; Shorts; Sneakers,Shorts,Tanks; T-shirts,Sneakers,Neutral; Cool,Plain,Cotton,Loose,Loose
Outfit189,Man,Adult,Casual,Cool,Often,Laidback,Shirts; T-shirts; Jeans; Sneakers,Trousers,T-shirts,Sneakers,Cool; Neutral ,Plain,Cotton; Denim,Loose,Loose
Outfit190,Man,Adult,Casual,Cool,Often,Laidback,Sweaters; Jeans; Sneakers,Trousers,Sweaters,Sneakers,Cool,Plain,Wool; Denim,Loose,Loose
Outfit191,Man,Adult,Casual,Cool,Often,Laidback,Shirts; T-shirts; Pants; Sneakers,Trousers,T-shirts,Sneakers,Cool; Neutral,Plaids,Cotton,Loose,Loose
Outfit192,Man,Adult,Casual,Cool,Often,Laidback,Jackets; T-shirts; Pants; Sneakers,Trousers,T-shirts,Sneakers,Cool; Neutral,Plain,Denim; Cotton,Loose,Loose
Outfit193,Man,Adult,Casual,Warm,Often,Classy; Laidback,T-shirts; Pants; Sneakers,Trousers,T-shirts,Sneakers,Neutral ,Plain,Cotton; Wool,Loose,Fitted
Outfit194,Man,YoungAdult,Casual,Warm,Often,Laidback; Casual,Shirts; Pants; Sneakers,Trousers,T-shirts,Sneakers,Neutral; Cool ,Plain,Cotton,Straight,Loose
Outfit195,Man,Adult,Casual,Cold,Often,Streetwear; Casual,Sweatshirts; Pants; Sneakers,Trousers,Sweatshirts,Sneakers,Warm; Neutral,Plain,Cotton,Loose,Loose
Outfit196,Man,YoungAdult,Casual,Cold,Sometimes,Laidback; Classy,T-shirts; Pants; Sneakers,Trousers,T-shirts,Sneakers,Neutral ,Plain,Wool; Cotton,Straight,Fitted
Outfit197,Man,YoungAdult,Casual,Cold,Often,Laidback; Classy,Sweaters; Pants; Sneakers,Trousers,Sweaters,Sneakers,Cool; Neutral,Stripes,Wool,Fitted,Fitted
Outfit198,Man,YoungAdult,Casual,Warm,Often,Streetwear,Shirts; Jeans; Sneakers,Trousers,N/A,Sneakers,Neutral; Cool ,Plain,Cotton; Denim,Oversize,Loose
Outfit199,Man,Adult,Casual,Cold,Sometimes,Laidback; Streetwear,Jackets; Jeans; Sneakers,Trousers,Sweaters,Sneakers,Cool; Neutral,Plaids,Wool; Cotton; Denim,Loose,Loose